Symbol,Date,Total_Revenue,Gross_Profit,Operating_Income,Net_Income,EPS,Cost_of_Revenue,R&D_Expenses,SG&A_Expenses,Tax_Provision,Operating_Expenses,Market_Price,Industry,Discount_Rate,Gross_Profit_Margin,Operating_Margin,Net_Profit_Margin,Total_Revenue_YoY_Change,Gross_Profit_YoY_Change,Operating_Income_YoY_Change,Net_Income_YoY_Change,P/E_Ratio,P/S_Ratio,Total_Revenue_Rolling_Mean,Gross_Profit_Rolling_Mean,Lag_1_Total_Revenue,Lag_1_Net_Income,Lag_2_Total_Revenue,Lag_2_Net_Income,Lag_3_Total_Revenue,Lag_3_Net_Income
AAPL,2024-09-30,0.6033326904532305,1.0,1.0,0.9504985231964228,,,,,1.0,,,6,9.0,1.657460329638012,1.657460329638012,1.5754135955775865,0.02021994077514111,0.06540079603569704,0.06201782273267975,-0.027214122284015763,,,0.5918862102217937,0.934432358215945,0.5913751205400193,0.9770891467175796,0.60841350048216,1.0,0.5644235294117647,0.9582007473768376
ABBV,2020-12-31,0.0706715525554484,0.200325689562501,0.2673256301420112,0.2233563420962451,,,,,0.190269535436982,,,4,8.0,2.834601509643175,3.782648328438369,3.160484438501635,,,,,,,0.0706715525554484,0.200325689562501,,,,,,
ABBV,2021-12-31,0.0867070395371263,0.2446769446913133,0.3103023633600587,0.2798665165385682,,,,,0.2599147734699746,,,4,8.0,2.8218809683445287,3.578744759555458,3.227725430744694,0.22690158064797816,0.22139574422867447,0.16076547989512635,0.25300456621004574,,,0.07868929604628735,0.22250131712690713,0.0706715525554484,0.2233563420962451,,,,
ABBV,2022-12-31,0.0895722275795564,0.254729682984849,0.3115665775821412,0.2822653024591635,,,,,0.2649342500849651,,,4,8.0,2.8438466907457762,3.4783837133604107,3.1512591579623344,0.03304446856593768,0.041085760271440064,0.004074136620788815,0.0085711786828373,,,0.08231693989071036,0.2332441057462211,0.0867070395371263,0.2798665165385682,0.0706715525554484,0.2233563420962451,,
ABBV,2023-12-31,0.0838079074252651,0.2188772224853519,0.2764567940051354,0.2253716486349765,,,,,0.2582677577056809,,,4,8.0,2.6116535922404887,3.2986958211749062,2.6891453987912715,-0.06435387742446763,-0.14074708561400573,-0.11268790076737123,-0.20156091920797825,,,0.08268968177434904,0.2296523849310038,0.0895722275795564,0.2822653024591635,0.0867070395371263,0.2798665165385682,0.0706715525554484,0.2233563420962451
ABT,2020-12-31,0.0533971070395371,0.1427872001873247,0.2279843316040455,0.2223690866663402,,,,,0.2352618232203079,,,4,8.0,2.674062474613091,4.269600812554093,4.164440715892909,,,,,,,0.0533971070395371,0.1427872001873247,,,,,,
ABT,2021-12-31,0.0664609450337512,0.1690392690078708,0.2480807525022271,0.2433870204467942,,,,,0.252071841259052,,,4,8.0,2.5434376372774525,3.732729836691955,3.662105922857307,0.24465441516412434,0.1838544966643063,0.0881482545611263,0.0945182358552874,,,0.059929026036644156,0.15591323459759776,0.0533971070395371,0.2223690866663402,,,,
ABT,2022-12-31,0.0673527483124397,0.1688955824361792,0.2476680815385421,0.2422610597085556,,,,,0.2581631852762019,,,4,8.0,2.507627181784727,3.6771785523828298,3.5968993957713713,0.013418456181079064,-0.0008500188893086902,-0.0016634541757982735,-0.004626215219577512,,,0.06240360012857601,0.1602406838771249,0.0664609450337512,0.2433870204467942,0.0533971070395371,0.2223690866663402,,
ABT,2023-12-31,0.0618846673095467,0.1562458424024394,0.2353272546245349,0.232388505409507,,,,,0.2468693628924733,,,4,8.0,2.5247908600833022,3.8026746342099496,3.7551871168200877,-0.0811857146129712,-0.07489680814191668,-0.04982808780745829,-0.04075171763437946,,,0.06227386692381867,0.15924197350845354,0.0673527483124397,0.2422610597085556,0.0664609450337512,0.2433870204467942,0.0533971070395371,0.2223690866663402
ACN,2021-08-31,0.0779685847637415,0.1255401710402375,0.2428177500917046,0.2338882279988903,,,,,0.2685569266162976,,,6,9.0,1.6101378705365281,3.1143023927840296,2.9997752134095124,,,,,,,0.0779685847637415,0.1255401710402375,,,,,,
ACN,2022-08-31,0.0950346075216972,0.1433009541852705,0.2542523515694597,0.2418055269985803,,,,,0.2799719484457922,,,6,9.0,1.507881790878693,2.675365934577167,2.544394440134601,0.21888332088710793,0.14147490000902097,0.04709129161042225,0.03385078020997079,,,0.08650159614271935,0.134420562612754,0.0779685847637415,0.2338882279988903,,,,
ACN,2023-08-31,0.0989187965284474,0.1487826926863535,0.2506019035266991,0.2417597379285586,,,,,0.2781051998640558,,,6,9.0,1.5040891914163763,2.5334103559845693,2.4440222325089906,0.040871311073320316,0.03825332868332332,-0.01435757828876294,-0.00018936320683016206,,,0.09064066293796202,0.13920793930395384,0.0950346075216972,0.2418055269985803,0.0779685847637415,0.2338882279988903,,
ACN,2024-08-31,0.1001295490838958,0.1510748128083274,0.2557501899596499,0.2449681548930337,,,,,0.2818782776920864,,,6,9.0,1.5087934999262402,2.554192966008104,2.4465121148980864,0.012239863382286664,0.01540582496921128,0.02054368446727417,0.013271097131248633,,,0.09301288447444547,0.14217465768004722,0.0989187965284474,0.2417597379285586,0.0950346075216972,0.2418055269985803,0.0779685847637415,0.2338882279988903
ADBE,2020-11-30,0.0198541947926711,0.0977707294488289,0.2206479589163129,0.2286108255413586,,,,,0.1939295704687459,,,6,9.0,4.924436899597641,11.113417654074896,11.514484869753927,,,,,,,0.0198541947926711,0.0977707294488289,,,,,,
ADBE,2021-11-30,0.0243548698167791,0.1125331942589231,0.2308992296808678,0.2250371240678187,,,,,0.2453530626650283,,,6,9.0,4.620562339503627,9.48061851358333,9.2399230938521,0.22668635374572643,0.15099063792728007,0.04645984859729868,-0.01563224954495146,,,0.022104532304725102,0.105151961853876,0.0198541947926711,0.2286108255413586,,,,
ADBE,2022-11-30,0.027164513018322,0.1206275377975509,0.2328381281769114,0.2244986211060524,,,,,0.2549998692844631,,,6,9.0,4.4406294976166025,8.57140814635131,8.264408088399446,0.11536268609439326,0.07192849711529425,0.008397163120567486,-0.0023929516696277187,,,0.023791192542590735,0.11031048716843429,0.0243548698167791,0.2250371240678187,0.0198541947926711,0.2286108255413586,,
ADBE,2023-11-30,0.0299463837994214,0.1292168017497831,0.2364539118587224,0.2299815603531274,,,,,0.2581108990614624,,,6,9.0,4.314938411771765,7.895908682746895,7.679777361217514,0.1024082699079889,0.07120483522301146,0.01552917346536864,0.024423041977103654,,,0.0253299903567984,0.11503706581377149,0.027164513018322,0.2244986211060524,0.0243548698167791,0.2250371240678187,0.0198541947926711,0.2286108255413586
ADI,2021-10-31,0.0112914730954676,0.0625356528958165,0.2045318935701933,0.1970384132112726,,,,,0.2206554599879741,,,6,9.0,5.538307744887452,18.11383615236992,17.450195518808247,,,,,,,0.0112914730954676,0.0625356528958165,,,,,,
ADI,2022-10-31,0.018536475216972,0.0785405382392541,0.2161689003301367,0.2081196537262773,,,,,0.2314237013411413,,,6,9.0,4.237080530139968,11.661812604599843,11.227574352200623,0.6416348035592048,0.2559321699271535,0.05689580513246306,0.056238985761232874,,,0.014913974156219801,0.07053809556753529,0.0112914730954676,0.1970384132112726,,,,
ADI,2023-10-31,0.0189863668273866,0.0803751709604116,0.2189895587695855,0.2127378714446565,,,,,0.2299397139944053,,,6,9.0,4.2333097053869,11.53404233471921,11.204769895091037,0.02427061267843844,0.023359054601443496,0.013048400741924704,0.022190204700480498,,,0.016271438379942067,0.07381712069849407,0.018536475216972,0.2081196537262773,0.0112914730954676,0.1970384132112726,,
ADI,2024-10-31,0.0145452759884281,0.067092810881863,0.2064537546507362,0.1990361857672035,,,,,0.2259827716922433,,,6,9.0,4.612687372535286,14.193869873282999,13.68390575232483,-0.23390946142220936,-0.16525451728234275,-0.057243843904170366,-0.0644064246032352,,,0.015839897782063576,0.0721360432443363,0.0189863668273866,0.2127378714446565,0.018536475216972,0.2081196537262773,0.0112914730954676,0.1970384132112726
ADM,2020-12-31,0.0992941176470588,0.0621524248439404,0.204462086674003,0.2001517599255886,,,,,0.2249091527018901,,,1,9.0,0.6259426672671725,2.0591560861718317,2.015746397354862,,,,,,,0.0992941176470588,0.0621524248439404,,,,,,
ADM,2021-12-31,0.1315317261330761,0.0703159508059752,0.2124993449667243,0.2077968701555131,,,,,0.237379414917257,,,1,9.0,0.5345930816328955,1.6155748214824606,1.5798231823193472,0.32466785797529285,0.13134686188886024,0.039309284295508506,0.03819656760833268,,,0.11541292189006744,0.0662341878249578,0.0992941176470588,0.2001517599255886,,,,
ADM,2022-12-31,0.1566919961427194,0.0787402412870059,0.2204842005973903,0.2211044206197679,,,,,0.2449609160544822,,,1,9.0,0.5025160392703601,1.4071184618553663,1.4110766731083053,0.19128670131028014,0.11980625141905676,0.03757590703122582,0.06404114967802732,,,0.1291726133076181,0.07040287231230717,0.1315317261330761,0.2077968701555131,0.0992941176470588,0.2001517599255886,,
ADM,2023-12-31,0.1449334619093539,0.0784369029689903,0.2194688990200702,0.2141120412525905,,,,,0.2439151917596925,,,1,9.0,0.5411925026537162,1.5142734888740403,1.4773126815014128,-0.07504234117137343,-0.0038523925385234303,-0.004604872251930958,-0.031624783202332085,,,0.13311282545805206,0.07241137997647795,0.1566919961427194,0.2211044206197679,0.1315317261330761,0.2077968701555131,0.0992941176470588,0.2001517599255886
ADP,2021-06-30,0.0225002892960462,0.0700801983939034,0.2119045747523974,0.2068952856513438,,,,,0.2422080468484483,,,6,9.0,3.114635437430489,9.417860009010361,9.195227800368766,,,,,,,0.0225002892960462,0.0700801983939034,,,,,,
ADP,2022-06-30,0.0247583413693346,0.0734962135927496,0.2152511397578997,0.2097542468301757,,,,,0.2446262842801495,,,6,9.0,2.9685435100988298,8.694085623381351,8.472063766354516,0.10035657957896515,0.04874437112243357,0.015792792625702434,0.013818396923986898,,,0.0236293153326904,0.0717882059933265,0.0225002892960462,0.2068952856513438,,,,
ADP,2023-06-30,0.0265362391513982,0.07701280939178,0.2174238851333647,0.2135327426119025,,,,,0.2490810697759535,,,6,9.0,2.9021749823852554,8.19347021606521,8.046835174857527,0.07181005203626767,0.0478473056927291,0.010094001722400936,0.018013917900723042,,,0.024598289938926335,0.07352974045947767,0.0247583413693346,0.2097542468301757,0.0225002892960462,0.2068952856513438,,
ADP,2024-06-30,0.0280469045323047,0.0794384515909296,0.2188105905780013,0.2163068487785773,,,,,0.2515568220438681,,,6,9.0,2.8323429239555336,7.801595014735873,7.712325206135777,0.05692839035281705,0.03149660710090263,0.006377889180786411,0.01299147911810783,,,0.025460443587270926,0.07500691824234065,0.0265362391513982,0.2135327426119025,0.0247583413693346,0.2097542468301757,0.0225002892960462,0.2068952856513438
ADSK,2020-01-31,0.0050519575699132,0.0541506793181806,0.195144238327307,0.1874439059414826,,,,,0.2243679903793364,,,6,9.0,10.71875180438441,38.62744997889202,37.103222532548536,,,,,,,0.0050519575699132,0.0541506793181806,,,,,,
ADSK,2021-01-31,0.0058476374156219,0.0568306999664731,0.1970143583294031,0.1955500073432222,,,,,0.2049881048861467,,,6,9.0,9.718574516034545,33.69127466813886,33.440857126471705,0.15749931283020868,0.049491911865872096,0.00958327039591822,0.04324547848608207,,,0.00544979749276755,0.055490689642326854,0.0050519575699132,0.1874439059414826,,,,
ADSK,2022-01-31,0.006767213114754,0.0595713882783687,0.1969423046690772,0.189748861800558,,,,,0.2240464301586886,,,6,9.0,8.80294255082496,29.102423897320456,28.039439364908446,0.157255936675462,0.048225489278021394,-0.0003657279648898726,-0.029665790461885444,,,0.0058889360334297,0.056850922521007465,0.0058476374156219,0.1955500073432222,0.0050519575699132,0.1874439059414826,,
ADSK,2023-01-31,0.0077222757955641,0.062535589035118,0.1993724781218886,0.1924087400662521,,,,,0.2254843010640244,,,6,9.0,8.098077651026173,25.81783963691299,24.916066864223794,0.141130870953045,0.04975879935679872,0.012339519723275405,0.014017887856897282,,,0.0063472709739633,0.0582720891495351,0.006767213114754,0.189748861800558,0.0058476374156219,0.1955500073432222,0.0050519575699132,0.1874439059414826
AEE,2020-12-31,0.0089396335583413,0.0536642736643801,0.2014096316092857,0.1928003785839003,,,,,0.2263208804998562,,,10,10.0,6.002961230363587,22.529965047768265,21.56692187947728,,,,,,,0.0089396335583413,0.0536642736643801,,,,,,
AEE,2021-12-31,0.0098653809064609,0.0543720630730832,0.2025166378452025,0.1937713157422365,,,,,0.2263731667145956,,,10,10.0,5.511400278267471,20.528009994279397,19.641544262658368,0.10355540214014858,0.01318921063070122,0.005496292441784734,0.005035971223021463,,,0.0094025072324011,0.05401816836873165,0.0089396335583413,0.1928003785839003,,,,
AEE,2022-12-31,0.0122769527483124,0.0562453102299517,0.2040232143792904,0.1944566831481209,,,,,0.2268698857546207,,,10,10.0,4.581373846020807,16.618392084903608,15.839165233803728,0.24444791992493142,0.03445238328276434,0.007439272891936355,0.0035369910312015307,,,0.010360655737704866,0.054760548989138326,0.0098653809064609,0.1937713157422365,0.0089396335583413,0.1928003785839003,,
AEE,2023-12-31,0.0115718418514946,0.0569052041147576,0.2050319656238537,0.1950930957392992,,,,,0.2270528875062089,,,10,10.0,4.917558055583677,17.718179029328173,16.859295023471248,-0.05743370617067223,0.011732425016557135,0.004944296400937853,0.003272773045776667,,,0.0106634522661523,0.05529671277054315,0.0122769527483124,0.1944566831481209,0.0098653809064609,0.1937713157422365,0.0089396335583413,0.1928003785839003
AEP,2020-12-31,0.0230179363548698,0.0892155245358125,0.2124646282031127,0.2036446859548636,,,,,0.2233274947060207,,,10,10.0,3.875913251317057,9.230394285896205,8.84721735325241,,,,,,,0.0230179363548698,0.0892155245358125,,,,,,
AEP,2021-12-31,0.0259085824493731,0.092757132441767,0.2153153330189173,0.2059945170607529,,,,,0.2252882277587513,,,10,10.0,3.5801701086124615,8.310579455269549,7.950821603739932,0.1255823306632673,0.039697215528143426,0.013417314872192998,0.011538877603759934,,,0.02446325940212145,0.09098632848878975,0.0230179363548698,0.2036446859548636,,,,
AEP,2022-12-31,0.030302025072324,0.0985487656259146,0.2176446313472724,0.2045185293973662,,,,,0.2224098716373428,,,10,10.0,3.2522171501970987,7.182511097123195,6.749335363205174,0.1695747975226336,0.06243868295285626,0.010818079212920884,-0.007165179367135233,,,0.0264095146255223,0.09350714086783136,0.0259085824493731,0.2059945170607529,0.0230179363548698,0.2036446859548636,,
AEP,2023-12-31,0.0292880231436837,0.0976733418835713,0.2173564167059686,0.2037099590411383,,,,,0.2236961125199341,,,10,10.0,3.334924361552059,7.421341332586458,6.955401463654972,-0.03346317370605134,-0.008883152790227333,-0.0013242442026696333,-0.003953531049780246,,,0.02712914175506265,0.09454869112176635,0.030302025072324,0.2045185293973662,0.0259085824493731,0.2059945170607529,0.0230179363548698,0.2036446859548636
AES,2020-12-31,0.0149045323047251,0.0527861890595979,0.2094534402347639,0.1860690915618217,,,,,0.2279156100494104,,,10,10.0,3.54161995696191,14.053003204157038,12.484061073344332,,,,,,,0.0149045323047251,0.0527861890595979,,,,,,
AES,2021-12-31,0.0171895853423336,0.0528819801073924,0.2095647958916313,0.1823566847799481,,,,,0.2187916655773705,,,10,10.0,3.0763964955662697,12.191381683624806,10.608556352482205,0.15331262939958767,0.0018146990624072767,0.0005316487365525369,-0.019951764963823337,,,0.01604705882352935,0.05283408458349515,0.0149045323047251,0.1860690915618217,,,,
AES,2022-12-31,0.0194669238187078,0.0520145389523652,0.2082285280092228,0.1812388831774938,,,,,0.2291966223105278,,,10,10.0,2.6719444446779517,10.696529659663756,9.310093616502593,0.13248361906471895,-0.016403341048606856,-0.006376394836370758,-0.0061297539149890445,,,0.017187013821922167,0.052560902706451834,0.0171895853423336,0.1823566847799481,0.0149045323047251,0.1860690915618217,,
AES,2023-12-31,0.0195456123432979,0.0517803830577566,0.2076258973955877,0.1877253961260423,,,,,0.2290920498810488,,,10,10.0,2.6492075125756727,10.622634571322687,9.604477610056176,0.004042165332484693,-0.004501739308369945,-0.0028940828588502887,0.03578985278890756,,,0.017776663452266098,0.05236577279427802,0.0194669238187078,0.1812388831774938,0.0171895853423336,0.1823566847799481,0.0149045323047251,0.1860690915618217
AFL,2020-12-31,0.0343467695274831,0.0945062702541786,0.2208951686832046,0.2246781220933078,,,,,0.2060861153956759,,,3,11.0,2.7515330132738667,6.431322995498949,6.5414630017396,,,,,,,0.0343467695274831,0.0945062702541786,,,,,,
AFL,2021-12-31,0.0332435872709739,0.0945062702541786,0.2208951686832046,0.2202150748192751,,,,,0.2478105147577841,,,3,11.0,2.842842124222112,6.644745252148995,6.624287355761763,-0.032118952428014214,0.0,0.0,-0.019864182735955138,,,0.0337951783992285,0.0945062702541786,0.0343467695274831,0.2246781220933078,,,,
AFL,2022-12-31,0.0295483124397299,0.0945062702541786,0.2208951686832046,0.2217408332109463,,,,,0.2340592402812998,,,3,11.0,3.1983643887258992,7.475728745381569,7.504348468740275,-0.11115752343822627,0.0,0.0,0.006928492034086853,,,0.032379556412728966,0.0945062702541786,0.0332435872709739,0.2202150748192751,0.0343467695274831,0.2246781220933078,,
AFL,2023-12-31,0.0290700096432015,0.0945062702541786,0.2208951686832046,0.2237071849349716,,,,,0.2380329926015006,,,3,11.0,3.250988610396985,7.59873049216083,7.695463045272474,-0.016187144274448784,0.0,0.0,0.008867792618758141,,,0.0315521697203471,0.0945062702541786,0.0295483124397299,0.2217408332109463,0.0332435872709739,0.2202150748192751,0.0343467695274831,0.2246781220933078
AIG,2020-12-31,0.0676397299903567,0.0945062702541786,0.2208951686832046,0.1371958682136388,,,,,0.1840997620977229,,,3,11.0,1.39720058414858,3.265760651538635,2.0283325825398566,,,,,,,0.0676397299903567,0.0945062702541786,,,,,,
AIG,2021-12-31,0.0801681774349084,0.0945062702541786,0.2208951686832046,0.2702795319919714,,,,,0.2860840239470863,,,3,11.0,1.1788501781883698,2.7553971632017933,3.371406718225841,0.18522320308401374,0.0,0.0,0.970026761819804,,,0.07390395371263254,0.0945062702541786,0.0676397299903567,0.1371958682136388,,,,
AIG,2022-12-31,0.0845022179363548,0.0945062702541786,0.2208951686832046,0.2691372529821641,,,,,0.3013515986510156,,,3,11.0,1.1183880442683602,2.614075394442048,3.1849726498879867,0.05406185646374939,0.0,0.0,-0.004226287508301674,,,0.07743670845387329,0.0945062702541786,0.0801681774349084,0.2702795319919714,0.0676397299903567,0.1371958682136388,,
AIG,2023-12-31,0.0729041465766634,0.0945062702541786,0.2208951686832046,0.2154175029780845,,,,,0.2217458367101513,,,3,11.0,1.2963085735431958,3.0299397092718054,2.954804535727733,-0.13725167981302944,0.0,0.0,-0.19959983023100725,,,0.07630356798457083,0.0945062702541786,0.0845022179363548,0.2691372529821641,0.0801681774349084,0.2702795319919714,0.0676397299903567,0.1371958682136388
AIV,2020-12-31,0.0002336756027,0.0389334039348833,0.1929040441754441,0.1856526411122533,,,,,0.2220033724608506,,,8,9.5,166.6130459706879,825.5206874253805,794.4887654814352,,,,,,,0.0002336756027,0.0389334039348833,,,,,,
AIV,2021-12-31,0.0002620420443587,0.0389987866467279,0.1927917518209925,0.1856455508232568,,,,,0.2219139368905388,,,8,9.5,148.82644784034676,735.7283152511463,708.457115260226,0.12139239754146591,0.0016793474301386446,-0.000582115086967594,-3.819115609682289e-05,,,0.00024785882352935,0.0389660952908056,0.0002336756027,0.1856526411122533,,,,
AIV,2022-12-31,0.0002936840887174,0.0390856850922521,0.1923695959754755,0.1863116300321469,,,,,0.2227200334631774,,,8,9.5,133.08751339900687,655.0221934583074,634.3947023000856,0.12075178407395692,0.002228234593844469,-0.0021896986853927602,0.003587908279710117,,,0.0002631339119253667,0.03900595855795443,0.0002620420443587,0.1856455508232568,0.0002336756027,0.1856526411122533,,
AIV,2023-12-31,0.0002885168756027,0.0390576449238727,0.1929700780799664,0.1843377555849284,,,,,0.2219353219523672,,,8,9.5,135.37386623324156,668.8346311697012,638.9149861679819,-0.01759446055544478,-0.0007174025046052801,0.003121502134710852,-0.010594477901770927,,,0.0002694796528447,0.039018880149434,0.0002936840887174,0.1863116300321469,0.0002620420443587,0.1856455508232568,0.0002336756027,0.1856526411122533
AIZ,2020-12-31,0.0148281581485053,0.0945062702541786,0.2208951686832046,0.1892903183694783,,,,,0.22380329926015,,,3,11.0,6.373432850370898,14.897006524405809,12.765598833902311,,,,,,,0.0148281581485053,0.0945062702541786,,,,,,
AIZ,2021-12-31,0.0157185728061716,0.0945062702541786,0.2208951686832046,0.1968048824268533,,,,,0.2266711981386107,,,3,11.0,6.01239510861142,14.053131375672626,12.520531275560947,0.060048904843657436,0.0,0.0,0.039698618091535076,,,0.015273365477338449,0.0945062702541786,0.0148281581485053,0.1892903183694783,,,,
AIZ,2022-12-31,0.0157269045323047,0.0945062702541786,0.2208951686832046,0.18795058827369,,,,,0.2241849886277482,,,3,11.0,6.009209889972491,14.045686373275995,11.950895224652754,0.0005300561466896614,0.0,0.0,-0.04499021591323671,,,0.0154245451623272,0.0945062702541786,0.0157185728061716,0.1968048824268533,0.0148281581485053,0.1892903183694783,,
AIZ,2023-12-31,0.0171750819672131,0.0945062702541786,0.2208951686832046,0.1909360160571792,,,,,0.2265640113983948,,,3,11.0,5.502522225779723,12.861374932875966,11.117036671013993,0.09208280192288898,0.0,0.0,0.015884109812638103,,,0.015862179363548674,0.0945062702541786,0.0157269045323047,0.18795058827369,0.0157185728061716,0.1968048824268533,0.0148281581485053,0.1892903183694783
AJG,2020-12-31,0.0108148891031822,0.0518075238546317,0.199707855159042,0.1923744716959579,,,,,0.2226033306318789,,,3,11.0,4.790388820481546,18.466010446679427,17.787928277447907,,,,,,,0.0108148891031822,0.0518075238546317,,,,,,
AJG,2021-12-31,0.0126663837994214,0.0542906406824579,0.2016519939212912,0.1930924756449796,,,,,0.222794175315678,,,3,11.0,4.2861989295585605,15.920249781986131,15.244483248154857,0.1711986760635773,0.047929656603423965,0.009734913835517167,0.0037323244747178297,,,0.0117406364513018,0.053049082268544795,0.0108148891031822,0.1923744716959579,,,,
